,10-Heptadecenoic acid_ (Z)-_ TMS derivative,1_5-anhydro-D-sorbitol,1-Decanol_ 2-hexyl-,1-Dodecanol_ TMS derivative,1-Heptanol_ TMS derivative,1-hexadecanol,1-Hexadecanol_ TBDMS derivative,1-Monomyristin_ 2TMS derivative,1 monoolein,1-Monopalmitin_ 2TMS derivative,1-Nonene_ 4_6_8-trimethyl-,1-Octadecanol_ TMS derivative,1-octadecene,1-stearoyl-rac-glycerol,2-Ethyl-3-hydroxypropionic acid_ di-TMS,2-hydroxybutyric acid,2-Hydroxybutyric acid_ 2TMS derivative,2-ketoisocaproic acid 2,2-Methoxyestradiol_ 2TMS derivative,2-Monomyristin_ 2TMS derivative,2-Palmitoylglycerol_ 2TMS derivative,2-Propenoic acid_ 2_3_3-tris[(trimethylsilyl)oxy]-_ trimethylsilyl ester,2-Pyrrolidinone_ TMS derivative,3-indoleacetic acid,3-indolelactic acid 2,3-Pyridinol_ TMS derivative,4-hydroxyphenylacetic acid,4-Pyridinol_ TMS derivative,5alpha-Cholestanol,9-Decenoic acid_ TMS derivative,9-Hexadecenoic acid_ (Z)-_ TBDMS derivative,Acetamide_ TMS derivative,acetohydroxamic acid,.alpha.-D-Glucopyranose_ 2_3_4_6-tetrakis-O-(trimethylsilyl)-_ bis(trimethylsilyl) phosphate,.alpha.-Tocopherol_ TMS derivative,Aminomalonic acid_ tris(trimethylsilyl)-,Anthraquinone_ 1-(o-chlorophenyl)-,arabinose,arachidic acid,Arachidonic acid_ TMS derivative,aspartic acid 1,aspartic acid 2,Benzoic acid_ 5-methoxy-2-[(trimethylsilyl)oxy]-_ trimethylsilyl ester,Benzoic Acid_ TMS derivative_,Beta- alanine 1,.beta.-Gentiobiose_ octakis(trimethylsilyl) ether_ methyloxime (isomer 1),.beta.-Tocopherol_ TMS derivative,Butanoic acid_ 2_4-bis[(trimethylsilyl)oxy]-_ trimethylsilyl ester,Campesterol_ TMS derivative,capric acid,cholesterol,citric acid,citrulline 2,Creatinine,D-allose 1,D-glucose 1,D-glucose 2,Diethanolamine_ 2TMS derivative,Dihydrouracil_ 2TMS derivative,dioctyl phthalate,DL-isoleucine 1,DL-isoleucine 2,DL-Ornithine_ 3TMS derivative,D-malic acid,D-mannitol,Doconexent_ TMS derivative,D-threitol,D-(+)-Turanose_ octakis(trimethylsilyl) ether,eicosane,eicosapentaenoic acid,elaidic acid,ethanolamine,Ethanolamine_ 3TMS derivative,galactitol,galactonic acid 2,galacturonic acid 1,.gamma.-Tocopherol_ TMS derivative,gluconic acid 2,Gluconic acid_ 2-methoxime_ tetra(trimethylsilyl)-_ trimethylsilyl ester,Glucose_ 5TMS derivative,glycerol,glycerol 1-phosphate,glycine,Glycine_ 2TMS derivative,Glycine_ TMS derivative,glycolic acid,Glycolic acid_ 2TMS derivative,guanosine 2,Heneicosane,Heptacosane,heptadecanoic acid,Heptadecanoic acid_ glycerine-(1)-monoester_ bis-O-trimethylsilyl-,Hexadecane,hypoxanthine,inosine,Lactic Acid_ 2TMS derivative,lactose 1,L-alanine 1,L-alanine 2,L-Alanine_ 2TMS derivative,L-Alanine_ TMS derivative,L-asparagine 2,L-Asparagine_ 2TMS derivative,lauric acid,L-cystine 1,L-cystine 2,L-cystine 3,Leu-Trp_ N-trimethylsilyl-_ trimethylsilyl ester,L-glutamic acid 1,L-glutamic acid 2,L-glutamic acid 3 (dehydrated),L-glutamine 1,L-glutamine 2,linoleic acid,L-(+) lactic acid,L-leucine 2,L-lysine 1,L-lysine 2,L-methionine 1,L-methionine 2,L-norleucine 1,L-Phenylalanine_ 2TMS derivative,L-proline 2,L-Proline_ 2TMS derivative,L-Proline_ TMS derivative,L-serine 1,L-serine 2,L-Serine_ 2TMS derivative,L-threonine 1,L-threonine 2,L-tryptophan 2,L-tyrosine 2,L-valine 2,L-Valine_ TMS derivative,m-Cresol_ TMS derivative,Methoxyamine_ TMS derivative,Methyl Caprate,Methyl galactoside_ 4TMS derivative,Methyl Laurate,Methyl Myristate,methyl oleate,Methyl Palmitate,Methyl Stearate,Monolaurin_ 2TMS derivative,myo-inositol,Myristic Acid d27,N-acetyl-D-glucosamine 2,N-Acetyl glucosamine methoxime_ tetrakis(trimethylsilyl),Nonanoic acid_ TMS derivative,norvaline 2,Octadecane,O-phosphocolamine,oxalic acid,Oxalic acid_ 2TMS derivative,palmitic acid,palmitoleic acid,p-cresol,Pentadecanoic acid_ TMS derivative,Phenol_ TMS derivative,Phenylalanine 1,phosphoric acid,Phosphoric acid_ 2-(trimethylsiloxy)-1-[(trimethylsiloxy)methyl]ethyl bis(trimethylsilyl) ester,Phosphoric acid_ 2-[(trimethylsilyl)oxy]-1_3-propanediyl tetrakis(trimethylsilyl) ester,Phosphoric acid_ bis(trimethylsilyl)monomethyl ester,Propylene glycol_ 2TMS derivative,Propylparaben_ TMS derivative,Pseudo uridine penta-tms,psicose 1,Pyroglutamic acid_ TMS derivative,pyrophosphate,quinic acid,ribitol,Ribonic acid_ 2_3_4_5-tetrakis-O-(trimethylsilyl)-_ trimethylsilyl ester,ribose,(R_R)-2_3-Dihydroxybutanoic acid_ tris(trimethylsilyl)-,(R_S)-2_3-Dihydroxybutanoic acid_ tris(trimethylsilyl) deriv.,serotonin 1,stearic acid,succinic acid,tagatose 1,tetracosane,Tetradecanoic acid_ triethylsilyl ester,Thiazolidine-2_5-dione,threonic acid,trans-4-hydroxy-L-proline 1,trans-aconitic acid,tyrosine 1,tyrosine 2,Urea_ 2TMS derivative,uric acid 1,uric acid 2,uridine,Uridine_ 3TMS derivative,xanthine,xylitol,xylose 1
107,75634.1185,2354698.408,,117389.9908,140186.2442,77332.1241,,4151332.871,,6474269.141,61782.8645,230781.7111,,6863152.624,96159.8146,,636329.3433,688837.2017,,106320.4613,3871172.088,162108.352,176655.8575,322712.3622,237411.6477,,181439.9405,,24682.6024,60466.8371,3233022.835,253175.6641,390005.1693,469767.2716,764824.6698,255870.2107,739375.1447,949575.5868,65466.5568,118127.1429,364951.4367,184192.5161,268950.757,,92033.0261,9576.601,26857.1227,187297.8519,37669.5144,121244.9358,5757736.886,3176292.807,157003.9261,638011.227,,8537862.918,8339484.787,,35007.4027,1786723.451,4162092.961,2269421.054,974860.0022,253559.1122,449309.1845,,1348209.491,2757152.389,49597.7134,146647.3169,435564.1769,282067.8198,3478090.704,,91792.3765,,132619.1313,124531.7913,,374708.5441,1158061.041,278720.8891,5138152.037,440956.8101,,3777509.835,59727.1751,21837.7747,52012.4073,,112975.8655,398867.248,151234.3403,102962.4573,215640.735,4669669.199,194056.225,1330382.954,500502.4742,1393089.651,,333945.1132,104719.6987,612924.9808,35910.8558,682979.5044,2710487.272,,854258.756,1079186.087,8627433.018,1964591.239,72506.4627,2254644.859,595409.8175,2173126.075,2458776.152,5109678.007,248924.1859,321038.2611,2588318.542,1310721.773,3590729.317,799397.5564,7287506.27,681864.4016,1510432.39,,3417147.63,1797901.236,5334441.247,,3056806.756,5194628.415,384794.1576,3200948.324,4821788.417,7737507.636,5332815.376,5050862.019,1475274.41,7587964.464,6275164.141,328001.8914,3066013.101,6366079.401,851366.0661,,122420.8483,3607763.272,,196683.5322,76647.7893,2213379.702,8135152.53,481544.4393,2134454.835,143873.861,102104.463,2320741.946,8523743.955,470670.4585,18633.1209,174420.0401,,87838.5413,912660.3104,841427.7812,703170.1052,1510768.82,,,350175.988,228834.6673,163717.5887,348488.5475,149451.7393,5229130.066,960334.3888,,33124.3549,31858.1577,,4877463.244,346991.8876,,1440050.28,7822451.092,18384873.86,7864130.857,,179516.0,,21013.3969,548970.3282,
108,,7527479.592,341322.6946,56104.6096,159315.1591,78363.2707,,1878141.621,69329.3731,,227475.2151,154504.3534,397525.3512,,67283.9328,,516987.0744,1228801.26,,73766.6342,4017682.068,,181097.8067,,294123.8098,414847.2701,53894.1338,,18539.3223,,1591232.042,445861.2509,253778.4325,,809485.5282,446345.4225,307244.4365,,207841.4782,73292.1372,546502.7995,,133984.4405,120399.3193,73611.6961,8701.3537,22934.0732,136957.1799,,,6372937.499,4034253.267,92621.315,587820.5294,4987618.433,8445108.574,,160292.1804,,3575131.825,5136537.311,3650609.348,421496.212,387861.1005,32166.6845,28516.5116,939691.8744,2530122.082,85612.0866,52921.8827,2421842.024,459897.0741,835891.5501,,99105.122,,108517.5309,15557.7634,84886.825,1284882.958,,307796.1524,4501440.826,820564.6941,344816.4072,2679296.801,,19579.644,38350.1834,78489.3004,366253.7648,226742.7428,285596.8214,248569.1454,347817.5351,7828555.594,53428.9729,1335817.952,752643.6351,,,161536.9339,159090.2637,360809.8912,428475.7837,467837.0092,1036581.885,212120.644,894626.9433,359592.957,8640090.919,1593032.233,,1714883.612,280338.5063,2730230.855,6077181.619,1456356.851,395256.5313,150883.4552,3016681.564,680453.486,2303354.364,905609.4083,7342916.582,1890747.121,898450.7834,,4540796.832,1672467.107,7447922.972,1777050.998,1588345.672,6536759.872,,3870407.902,5952851.361,8279599.579,6458201.918,6695712.33,1634012.989,7906152.092,6392834.246,194046.7464,3826312.87,7963786.957,589069.5563,427742.4919,150441.7253,3011957.886,221579.0491,132691.5994,62760.1318,11506863.63,7429340.892,175489.8379,185958.6493,76359.9267,79754.8021,2429989.275,8786904.286,95960.3125,,247493.5131,,112432.8279,597816.4199,510039.5061,2039653.76,296282.9158,197195.9697,,275046.0807,236126.6976,331838.0104,342830.2842,,7402556.666,597399.9986,,105198.1219,,3058189.004,4034252.985,225410.3046,58693.9432,3214793.287,,5629824.46,8242876.204,316710.9219,255483.132,116386.9455,438228.6806,682987.1985,
109,146507.5946,7142598.396,240235.1378,,195058.4154,118037.6494,74812.9685,3695817.284,75544.324,7243871.699,244712.1593,474063.5629,140877.256,7295137.478,93487.8317,648703.559,571392.0055,,6681866.96,75147.4788,4815645.92,119182.2173,165866.4983,425642.0427,335056.6545,,105385.0091,,23534.1787,98255.4874,3458740.467,524291.3024,445083.1008,1665501.864,1157784.064,721452.8709,291730.5454,,199167.0673,,1232987.531,279872.7949,,116208.5802,,88608.0184,38571.165,208380.8306,49175.7293,102408.114,6925971.902,5026567.936,147630.2333,,1691161.233,8266380.78,8580601.631,279799.3017,70760.7644,8495773.494,3244175.515,1496123.008,601585.6142,361128.2691,54165.0588,98167.6002,1571441.794,,132064.9649,773672.2663,990096.6824,,3067649.157,,116180.5703,,193984.15,116360.2138,306762.8512,,2830383.443,950342.5438,3844046.536,377839.9361,550871.2057,4069956.379,70152.6638,28052.5865,235846.0859,,394758.7956,465032.312,73050.899,198934.0904,238408.5717,5489659.88,,,,2534165.677,492658.7162,347684.6439,,,,1287455.295,2077603.439,640734.4023,1055245.733,1295239.098,8127222.803,1005556.942,20255.9624,3000031.435,1162363.077,2154290.183,,2898255.871,116198.4063,132105.3034,1766762.806,1177846.586,5790884.588,3428581.537,8417086.011,1099115.689,2018205.754,,3939606.405,2311602.456,4286145.898,5226818.242,277780.5039,4533968.036,190346.6243,4702822.002,4533445.939,8431679.585,5556526.818,4915460.4,1511273.413,7070231.64,6473892.983,350349.4257,5885766.54,7474061.308,,5384335.751,179993.2344,3541149.93,66913.4464,93684.2559,4382585.106,5642643.627,8526128.904,1371701.104,656377.6523,212484.216,69417.0108,1850050.717,17117.9964,,1048041.684,439756.9075,176130.7604,71650.0526,1383334.977,5531193.021,1773098.766,2572551.988,,105513.0147,690327.1221,93441.2359,246639.7709,411554.2152,,8305896.433,1930879.031,656811.2917,191883.3222,24413.9994,,6815010.241,584467.957,101035.1391,1546255.932,,3832313.92,8532249.904,,,621494.2305,79516.7763,666123.1448,
11,,4676153.574,,102190.9021,273642.0545,81763.708,78039.216,3605645.838,,7756274.623,49546.1168,192641.9366,,7716174.058,316400.9209,,,,3060635.752,111478.8283,3057213.844,95386.5417,220157.0434,417416.3881,868078.2192,,91792.7365,354140.612,,45508.2651,2283397.509,818556.4372,498407.5928,1863199.966,989566.8887,686250.187,259337.1831,321991.5611,,,598422.0254,159364.4341,,,,12362.2504,20363.5459,225364.1593,24690.8125,143458.6746,,6882076.317,137660.4332,,1394693.274,,8664866.838,253763.195,66041.4522,3583489.05,4189989.535,2120386.734,321398.3987,664745.3453,8533309.98,112768.5578,2360440.458,,76971.3766,211588.7108,2649540.123,,2705162.788,97423.1294,96525.378,252048.4684,58310.1839,166070.499,220995.512,,1439224.649,996526.132,7283952.925,1752405.202,1473654.987,3556320.311,,63464.7799,104886.1841,,112009.9756,319716.155,158780.2896,122607.3299,485930.9122,2023863.395,436971.5459,2244709.937,645918.0219,3118218.791,834874.4444,246385.1012,193444.5685,,94412.0571,1097378.069,1355167.001,447425.4794,667268.1255,330142.5185,7835178.262,1234465.702,58050.5471,1457280.059,1128936.012,2053210.041,,1856094.215,213485.3064,140965.6299,2562589.942,885226.2134,7724996.383,2853890.778,8281815.571,1209356.131,1533072.26,3459040.008,3832255.285,1720099.992,3952119.843,3470574.753,564449.1229,4517517.198,,2966427.134,5642078.988,8478325.31,6871465.413,5693660.01,1477938.058,3680105.168,6470061.755,346868.3706,6194511.704,6321970.276,1539542.205,6852968.615,101364.3464,3157549.432,195708.0667,204513.7971,123984.9308,1562985.291,7396529.42,251829.1312,1643950.477,94170.9197,58068.4193,2580940.975,8802502.526,72575.9568,,107491.2611,,176319.7289,1086602.445,4065469.097,1710210.786,115220.4411,256018.0301,489619.3538,819132.5789,148779.3249,249254.2292,370703.0646,,5888810.197,1633244.043,516715.933,76875.6964,14753.9613,4937257.703,5311988.203,3814218.801,154861.8055,2749869.838,,8297431.143,8318515.338,97804.1265,,,211567.3509,465955.6405,435583.5255
111,58168.5283,5782687.265,499834.8138,97260.1131,231381.9215,,,2487212.783,93719.5107,6879733.257,263367.5682,189689.9712,280558.62,6918511.627,120548.2647,679051.6245,982565.9253,796751.7253,,93408.2269,3849209.998,114215.8234,220289.2471,506005.4029,1277049.259,93573.5857,98856.7747,542106.0372,43233.5422,308441.025,2146399.842,765680.4325,593678.5736,,988225.8281,105559.6838,181753.1761,374763.7127,191950.7721,301291.7773,,379409.6932,76790.0223,,,,24511.647,694420.8199,18272.4647,268857.789,,5354263.836,164610.7071,,3187095.216,9181633.688,7813257.669,676424.9381,140075.695,4400374.346,3447573.627,1450676.271,,354009.0636,,83790.2104,2941902.256,,99290.1886,,814457.1923,,2099191.542,93813.8453,401966.5951,,177265.1331,66892.9701,,,1086340.235,409030.1766,973524.4008,803482.9234,522144.9164,3857356.156,168069.48,30013.8901,123480.8945,43258.3324,450275.5033,280327.1537,414365.0187,155157.1986,411594.7716,3985753.367,161732.1449,1323720.024,435038.8674,1729588.045,598834.3426,273955.7544,195446.4199,,85420.9093,474133.9215,1459314.553,,522577.2826,246998.8596,7966306.513,1885255.736,96805.7126,2618692.003,,1435188.881,,2384768.296,236740.6681,200092.2461,2443713.57,731825.987,1724558.216,754411.3868,5037576.48,1366919.219,781346.3258,,3703088.014,1971539.52,5624014.336,3198942.53,2358085.123,5677673.332,,3134390.457,6369382.409,8598616.359,6842280.558,5585050.507,1526617.173,6568349.541,6441720.519,269916.06,6428938.041,5552311.376,,130349.2997,164588.0445,3231918.581,45029.2925,211311.3017,,3925229.457,7529902.361,516070.0447,1826654.244,129530.388,220768.7084,1557612.171,8582868.392,75058.046,,258013.9426,,102801.8994,2339821.39,2687749.882,,158938.1728,2516562.704,,609889.0577,553199.548,1444239.079,1406658.414,82671.4254,6774289.279,572889.1797,,64492.0532,11984.8542,3170397.88,5831038.586,443302.474,309691.5562,1057674.08,2787441.808,,8424203.353,,171988.7466,180867.9008,40558.6503,1527952.724,
112,,3979038.432,,91815.8978,188715.8801,57871.7252,57952.6278,3364504.248,,5563932.28,31321.3132,,,5770294.682,124559.1789,,634846.6225,,4447472.557,,3073689.06,79553.8271,216130.8783,244532.4008,332506.5309,260747.1162,198163.6079,,33251.395,79033.8672,4369538.731,285700.6627,410392.2978,1471226.056,1010192.932,539574.9123,218875.6724,63043.2362,,,557064.6151,212216.693,,,65028.2458,,38583.2813,220124.3862,65228.5413,,6184022.342,5327791.925,127066.1916,572932.1912,1233671.386,8069262.861,8643367.494,266238.4691,97560.6571,2351671.1,3924491.454,4398185.611,698261.906,455840.7108,112518.6793,92576.1985,1156065.537,,45428.9558,,1305000.42,401459.1217,3135610.794,,95676.103,505158.7467,524037.7678,,185388.9903,575975.2661,1620542.168,1001630.809,8287366.574,709931.3465,,3301839.122,160861.0829,88977.4849,63076.054,,100986.0415,284453.1883,101090.735,142962.1474,820294.3422,6455881.108,105855.8216,2124641.377,642369.1892,2069938.459,969023.2306,492399.6167,,,,,3337397.306,484475.1219,1115273.03,1894558.89,7197664.882,1224404.399,47798.8191,1765122.515,936845.8626,,1366151.89,2611974.669,225934.8745,278299.2556,2514310.797,1572900.474,5568302.105,1860086.771,8447014.913,1302929.219,3107936.791,,4593071.996,2411726.178,4317572.864,,1813463.082,4909441.428,417943.9483,2790144.437,4499035.106,8296349.046,5122251.394,4952740.278,1351461.156,6395698.868,5920725.873,313963.8532,4039615.392,5805700.964,1022663.982,3081430.602,126462.2563,3134787.811,49332.1163,175717.3532,625051.2001,5378278.335,7728302.587,229475.9442,1325360.923,62378.3861,61893.7617,2205361.357,6537195.099,1328571.463,622126.0629,395529.1613,5658751.031,105678.1069,1088174.887,3883252.53,826892.3273,1405983.196,,,453074.8786,45868.6498,199257.3399,443127.1307,103111.0995,5241979.778,1526188.716,483144.5068,,,,3753933.472,651251.4714,92049.1947,1637636.025,6604527.502,8261751.3,8430374.36,,327758.5554,319112.5756,26385.0025,387452.0431,
113,65411.1781,4952747.55,238101.208,61601.6247,109418.7537,137900.9141,,2490461.819,182564.9704,6402291.399,561782.6755,200548.1406,549248.5741,6583630.921,221506.6091,334138.9467,,123118.5654,2315200.285,75528.3188,3537363.025,96624.4921,169004.5685,165246.4936,426152.6488,199494.3631,52534.2775,397687.633,26394.0399,,2721204.979,444951.2632,662230.1351,1902571.033,807310.884,474589.9537,333636.1139,340063.9741,299332.9475,301335.7736,569455.727,184109.6484,,77095.9422,,20882.4078,16684.6811,214513.8778,15488.3724,,5119865.727,5595755.147,,,963713.8466,21019794.61,8521514.169,209633.677,38235.1951,3003413.928,2621994.693,1853941.302,,1215363.654,312869.4445,68215.5088,2195868.928,4003844.465,116788.5228,114311.0834,4504094.761,,1444405.631,49385.7043,202673.5254,343711.465,107856.3392,159014.7325,,,1604681.707,802403.1164,4252392.677,321373.3117,447327.9994,3573663.155,269565.8279,219705.327,162482.1879,230801.8233,476295.9811,438898.5303,183717.2305,102139.252,2072458.842,6225684.85,178208.9747,,,2044903.616,626102.3583,110229.8477,204598.9383,,248326.704,,230954.0322,522049.3478,647624.9911,269724.0307,8556240.678,,,2318685.898,1182336.387,,,252902.4965,193892.9625,156888.4547,3601152.38,708240.0479,2945392.726,955805.0325,6596707.73,,1329855.518,3655649.536,3148210.535,1500693.324,3975534.698,697814.2093,330279.0445,3249445.763,1051562.354,4991256.0,4227253.25,8346456.315,6114540.51,5923619.091,1720439.674,7196658.521,6441906.476,287050.1634,3528870.103,5375324.484,1235375.971,9245157.331,99436.4852,1902656.417,198434.3278,158557.2987,,1838775.376,7940950.041,393711.5168,,165503.7667,167059.47,,,768931.8376,,117642.0229,,71874.0198,1223434.229,5000146.129,1019653.487,149360.4315,,,528435.1832,152349.8316,110674.67,369772.5535,250957.996,7040164.105,1338773.638,649532.0993,58706.1508,,4076534.011,5935991.196,483878.4229,120376.7388,2381337.75,,,8471308.401,133344.0141,,339330.1072,27625.9855,762079.4109,632243.7454
114,74522.5339,6045637.134,35592.5322,71604.521,156515.0016,79223.6372,45902.5776,2320235.091,69243.2187,6326549.173,379550.3617,189626.1861,324893.1269,6591689.253,151970.8865,514230.0039,162736.3045,,,83621.4916,3484500.357,,,308146.0566,295008.5763,,201869.462,378318.9077,25412.8757,88955.0741,2067441.962,560977.8111,583218.0698,678010.9456,1161794.099,754700.6972,282464.2628,281307.4535,345088.7091,327694.287,286353.6191,161323.751,,,,,,132757.1565,17362.5267,,4211817.626,3517587.548,,,2006996.048,6431602.549,8442087.326,198550.3746,,2743849.251,2237060.494,1888595.286,301257.0995,391364.5477,444503.8036,112199.6033,1192141.89,,95162.6824,,780142.5559,,1249510.962,43373.7636,71308.4804,,43289.5409,,,,2791795.869,882324.6813,4238536.698,470021.3573,379008.5889,3461946.041,,186855.1944,88466.8583,133065.8908,456453.5745,282004.663,266813.0788,86741.7235,1549844.676,,197715.0287,,,898248.893,360807.7515,68647.3977,198771.0453,606589.3524,100954.6224,,486551.7236,391360.0026,739522.1961,345567.5927,8275008.076,,,2427542.597,537653.6446,,2185189.785,266384.2826,88119.136,73004.6303,2723907.598,622060.9913,3612435.229,1258519.335,7298051.552,,922021.861,599134.1821,3054006.014,1418983.929,3248236.836,888906.6323,284912.7547,2828243.848,220673.0581,5754044.674,4352750.572,7127999.934,6211042.759,5995334.785,1726873.586,7326038.807,6377112.763,270917.0062,3102922.938,5637818.249,1259347.768,4629560.437,91662.6168,1922825.943,108115.4133,136973.1005,,4261250.685,7841909.12,633970.0271,,130422.8838,373699.0614,,,,385314.5956,47862.9799,,85887.0183,1000861.572,4463130.312,1023317.328,128829.5066,,166658.0682,312155.7324,145203.41,264910.3023,289450.796,111699.9924,6913264.488,1052725.344,335387.2804,45376.6583,10239.2764,5792871.542,3987419.17,848388.3671,,2444755.728,360894.3265,,8295806.948,102308.6546,,333599.3446,23573.4647,1127678.495,472298.4697
117,69300.5041,3835833.036,299672.2454,79565.2956,163659.3817,,57982.6404,1926341.77,,6040729.993,464874.1943,,438568.3055,,388560.9083,380497.9327,,,,,3066065.607,81109.6694,106876.1663,236809.3765,386698.5497,315014.4979,74977.0863,,17818.034,38656.5998,1901252.629,405390.272,488882.4065,,530926.3965,,216869.749,304033.4443,388224.9086,279956.3438,174337.6008,127802.2356,96204.0972,,,,20856.2304,193067.2341,11628.8774,,3852695.925,4464246.086,,,8418665.213,,8350796.597,,42947.9244,1645412.527,,1098412.583,,459871.8174,1315407.316,64229.2213,1808266.12,,119408.8015,,4364180.22,,901197.5549,64321.3798,131229.6715,951971.3929,64783.3087,221175.3708,,,1534210.447,659311.8574,1663575.579,649579.3879,511730.6243,2884194.986,,23113.3163,225181.879,144938.1916,448079.0768,290303.1335,99543.019,,295518.6131,2617713.458,133476.317,,,415881.8761,202017.5102,,,,169946.1134,,664738.09,435528.1267,275786.5382,101970.3872,8506497.47,,,2221766.747,460899.4876,,,,77418.6536,78149.9623,1792905.005,614690.4508,1496572.716,522691.1617,4294109.859,,976295.0345,3557484.2,2683469.582,1160413.025,2776554.458,269487.8948,82342.9497,1830366.573,697060.3652,411412.5668,3769438.494,8726307.129,5869389.176,5489964.933,1828295.281,6358684.493,6520254.583,209742.3256,4389129.918,6128113.683,,7745165.44,,,139108.6874,56141.7181,,1485885.046,7301224.398,240269.4782,656417.7989,192512.8913,151340.5576,1160168.773,8549829.545,65194.3892,,39894.4906,3086558.243,57477.3244,1197671.865,6733641.871,645952.7673,37534.8283,1226593.394,935218.1196,409437.3615,113834.0451,350287.3929,414607.5849,50955.1335,6593067.594,995211.8835,389298.2869,65213.3408,,1497722.66,3939355.03,242582.5629,132109.4279,1743775.92,236068.2552,8342100.941,8491708.63,102755.9226,,756762.5214,,940789.7019,441652.4922
119,79793.0068,5362759.061,164700.7645,112595.0035,113561.8013,137623.1323,144854.5236,4595049.836,,,127231.7988,493979.3604,97892.1867,7289255.657,126473.5309,,103573.3883,330263.1442,539471.8026,145015.3998,5325056.722,184806.663,148186.3389,280168.505,195285.5972,260644.9035,63096.6331,502456.7357,37988.6923,85301.5354,3484412.413,608175.2243,545977.362,1287055.784,1550591.714,164793.8993,423787.1422,,83712.9677,412364.191,1093049.839,300534.8402,,180249.8838,76131.1601,18420.3387,256058.7506,228101.1794,66669.2782,192325.1478,7112368.797,8114922.36,67970.2528,,,8177519.679,8389143.143,291616.2524,83710.2652,8513779.945,4197943.459,2233564.457,1035556.634,775092.4652,4200173.031,74730.9215,1772349.72,2786380.191,110519.7815,140326.6531,614614.633,74971.9387,3116400.339,,,618513.0618,,125353.9053,141023.1866,,1601756.982,350116.2038,3379640.861,283069.0777,414722.6631,3900776.572,,34315.1429,185113.2314,,320402.2204,440100.5251,220541.8326,128012.4836,,,479537.0219,2019731.134,1289949.83,3263160.78,885152.1308,199271.1505,,591274.0862,94387.5358,645279.2396,1922554.909,,1388670.492,1755080.46,8598708.314,2133659.038,,2430473.314,928745.0941,3508251.987,3351264.657,4152293.719,267211.8659,270999.2786,2871514.817,1409208.387,5348441.304,2614036.232,8329873.642,2140077.44,2272857.907,1285910.616,3246270.775,1741902.924,7548179.305,4873416.589,611576.7728,5625018.456,217944.7527,6171676.321,3352173.593,8451605.352,4098268.691,3389019.577,1187517.161,5387461.483,5030620.229,399632.653,4023382.863,7541683.244,1142706.491,754284.8361,388486.065,4212815.972,54112.2537,157522.9568,,2868115.604,8626824.048,571106.664,508578.2,218047.8362,225490.2329,2386874.403,8338109.091,,1081605.724,514245.2554,86178.9265,79807.6028,729964.4383,599498.2584,1056588.955,2763475.069,,355460.1538,257592.3179,195624.3699,132155.5539,307403.3695,,7194386.25,2010285.103,,142709.1239,19941.8575,,5126071.774,360973.1908,154265.9152,1876304.531,4536095.719,6150202.751,8578049.547,63980.4359,407874.3119,298552.6591,41248.0245,574994.2221,
